STATES,YEAR,Crop,Area,Production,Annual_Rain,Avg_Temperature,Price,Cost_per_Hectare,Cost_per_quintal,Suicides,Export
MEGHALAYA,2006,Rice,104285.0,200209.0,1898.6,25.06,1190.0,0.0,0.0,0.0,3702191.99
MEGHALAYA,2006,Banana,6422.0,72367.0,1898.6,25.06,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2006,Dry ginger,9639.0,57278.0,1898.6,25.06,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2006,Maize,17039.0,25334.0,1898.6,25.06,540.0,0.0,0.0,0.0,637411.33
MEGHALAYA,2006,Mesta,4425.0,20178.0,1898.6,25.06,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2006,Soyabean,1052.0,1031.0,1898.6,25.06,1920.0,0.0,0.0,0.0,0.0
MEGHALAYA,2006,Tapioca,3993.0,20870.0,1898.6,25.06,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2006,Arecanut,12081.0,16561.0,1898.6,25.06,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2006,Castor seed,33.0,21.0,1898.6,25.06,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2006,Cotton(lint),7208.0,7738.0,1898.6,25.06,3760.0,0.0,0.0,0.0,0.0
MEGHALAYA,2006,Dry chillies,1870.0,1375.0,1898.6,25.06,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2006,Gram,536.0,332.0,1898.6,25.06,1445.0,0.0,0.0,0.0,0.0
MEGHALAYA,2006,Jute,3967.0,35304.0,1898.6,25.06,1000.0,0.0,0.0,0.0,0.0
MEGHALAYA,2006,Other  Rabi pulses,2167.0,1706.0,1898.6,25.06,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2006,Potato,18173.0,188202.0,1898.6,25.06,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2006,Rapeseed &Mustard,7261.0,4815.0,1898.6,25.06,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2006,Sesamum,1635.0,876.0,1898.6,25.06,1560.0,0.0,0.0,0.0,0.0
MEGHALAYA,2006,Small millets,2625.0,2219.0,1898.6,25.06,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2006,Sweet potato,4947.0,16406.0,1898.6,25.06,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2006,Tobacco,709.0,468.0,1898.6,25.06,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2006,Turmeric,1912.0,14449.0,1898.6,25.06,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2006,Wheat,656.0,1183.0,1898.6,25.06,750.0,0.0,0.0,0.0,46633.21
MEGHALAYA,2006,Sugarcane,87.0,239.0,1898.6,25.06,80.25,0.0,0.0,0.0,0.0
MEGHALAYA,2007,Rice,106320.0,200077.0,2752.8,24.77,1320.0,0.0,0.0,0.0,5285916.33
MEGHALAYA,2007,Arhar/Tur,804.0,634.0,2752.8,24.77,1550.0,0.0,0.0,0.0,0.0
MEGHALAYA,2007,Castor seed,28.0,15.0,2752.8,24.77,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2007,Cotton(lint),7186.0,6531.0,2752.8,24.77,3830.0,0.0,0.0,0.0,0.0
MEGHALAYA,2007,Jute,3982.0,34877.0,2752.8,24.77,1055.0,0.0,0.0,0.0,0.0
MEGHALAYA,2007,Maize,17048.0,25138.0,2752.8,24.77,620.0,0.0,0.0,0.0,2727715.32
MEGHALAYA,2007,Mesta,4395.0,20037.0,2752.8,24.77,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2007,Sesamum,1633.0,877.0,2752.8,24.77,1580.0,0.0,0.0,0.0,0.0
MEGHALAYA,2007,Small millets,2627.0,2248.0,2752.8,24.77,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2007,Gram,544.0,336.0,2752.8,24.77,1600.0,0.0,0.0,0.0,0.0
MEGHALAYA,2007,Other  Rabi pulses,2214.0,2132.0,2752.8,24.77,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2007,Rapeseed &Mustard,7252.0,4795.0,2752.8,24.77,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2007,Wheat,622.0,1120.0,2752.8,24.77,1000.0,0.0,0.0,0.0,237.27
MEGHALAYA,2007,Sugarcane,92.0,252.0,2752.8,24.77,81.18,0.0,0.0,0.0,0.0
MEGHALAYA,2007,Tobacco,696.0,464.0,2752.8,24.77,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Rice,108045.0,203862.0,2339.7,24.61,1730.0,0.0,0.0,0.0,931879.8
MEGHALAYA,2008,Arhar/Tur,794.0,627.0,2339.7,24.61,2000.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Castor seed,29.0,17.0,2339.7,24.61,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Cotton(lint),7106.0,5617.0,2339.7,24.61,5500.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Dry ginger,9283.0,50286.0,2339.7,24.61,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Jute,3951.0,34588.0,2339.7,24.61,1250.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Maize,17117.0,25716.0,2339.7,24.61,840.0,0.0,0.0,0.0,3537302.94
MEGHALAYA,2008,Mesta,4176.0,19046.0,2339.7,24.61,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Sesamum,1623.0,891.0,2339.7,24.61,2750.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Small millets,2442.0,2051.0,2339.7,24.61,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Soyabean,1055.0,1163.0,2339.7,24.61,2740.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Black pepper,884.0,462.0,2339.7,24.61,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Gram,530.0,330.0,2339.7,24.61,1730.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Other  Rabi pulses,2215.0,2276.0,2339.7,24.61,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Rapeseed &Mustard,7197.0,4906.0,2339.7,24.61,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Wheat,416.0,739.0,2339.7,24.61,1080.0,0.0,0.0,0.0,1120.52
MEGHALAYA,2008,Arecanut,12632.0,17400.0,2339.7,24.61,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Banana,6522.0,74314.0,2339.7,24.61,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Dry chillies,1875.0,1423.0,2339.7,24.61,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Potato,17690.0,161138.0,2339.7,24.61,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Sugarcane,92.0,250.0,2339.7,24.61,81.18,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Sweet potato,4895.0,15909.0,2339.7,24.61,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Tapioca,4187.0,21773.0,2339.7,24.61,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Tobacco,664.0,436.0,2339.7,24.61,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Turmeric,1959.0,10046.0,2339.7,24.61,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Rice,108162.0,204129.0,2068.2,25.11,1930.0,0.0,0.0,0.0,139540.76
MEGHALAYA,2009,Arhar/Tur,781.0,612.0,2068.2,25.11,2300.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Banana,6802.0,78822.0,2068.2,25.11,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Castor seed,29.0,15.0,2068.2,25.11,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Cotton(lint),6891.0,5491.0,2068.2,25.11,5500.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Dry ginger,9321.0,54008.0,2068.2,25.11,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Jute,3928.0,34792.0,2068.2,25.11,1375.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Maize,17209.0,26167.0,2068.2,25.11,840.0,0.0,0.0,0.0,2632874.95
MEGHALAYA,2009,Mesta,4154.0,18391.0,2068.2,25.11,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Sesamum,1590.0,853.0,2068.2,25.11,2850.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Small millets,2362.0,1889.0,2068.2,25.11,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Sweet potato,4398.0,14053.0,2068.2,25.11,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Tapioca,4210.0,21152.0,2068.2,25.11,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Gram,561.0,351.0,2068.2,25.11,1760.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Masoor,332.0,274.0,2068.2,25.11,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Other  Rabi pulses,856.0,608.0,2068.2,25.11,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Peas & beans (Pulses),1012.0,1384.0,2068.2,25.11,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Rapeseed &Mustard,7160.0,4872.0,2068.2,25.11,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Tobacco,635.0,427.0,2068.2,25.11,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Wheat,405.0,718.0,2068.2,25.11,1100.0,0.0,0.0,0.0,47.3
MEGHALAYA,2009,Arecanut,13621.0,19396.0,2068.2,25.11,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Black pepper,890.0,461.0,2068.2,25.11,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Potato,17712.0,162445.0,2068.2,25.11,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Sugarcane,76.0,206.0,2068.2,25.11,129.84,0.0,0.0,0.0,0.0
MEGHALAYA,2010,Rice,108285.0,207021.0,2711.5,25.13,2030.0,0.0,0.0,16.0,100685.78
MEGHALAYA,2010,Arhar/Tur,779.0,611.0,2711.5,25.13,3000.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Banana,6795.0,79954.0,2711.5,25.13,0.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Castor seed,25.0,12.0,2711.5,25.13,0.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Cotton(lint),6816.0,5571.0,2711.5,25.13,5500.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Dry ginger,9438.0,56622.0,2711.5,25.13,0.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Jute,3881.0,34354.0,2711.5,25.13,1575.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Maize,17276.0,26500.0,2711.5,25.13,880.0,0.0,0.0,16.0,3010423.39
MEGHALAYA,2010,Mesta,4122.0,18231.0,2711.5,25.13,0.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Sesamum,1584.0,852.0,2711.5,25.13,2900.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Soyabean,1078.0,1186.0,2711.5,25.13,2840.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Sweet potato,4133.0,13241.0,2711.5,25.13,0.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Tapioca,4180.0,21793.0,2711.5,25.13,0.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Gram,554.0,344.0,2711.5,25.13,2100.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Masoor,339.0,280.0,2711.5,25.13,0.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Other  Rabi pulses,873.0,623.0,2711.5,25.13,0.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Peas & beans (Pulses),1035.0,1420.0,2711.5,25.13,0.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Rapeseed &Mustard,7152.0,4859.0,2711.5,25.13,0.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Small millets,2231.0,1695.0,2711.5,25.13,0.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Tobacco,631.0,420.0,2711.5,25.13,0.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Wheat,393.0,704.0,2711.5,25.13,1120.0,0.0,0.0,16.0,394.47
MEGHALAYA,2010,Arecanut,14611.0,20501.0,2711.5,25.13,0.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Black pepper,889.0,465.0,2711.5,25.13,0.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Cashewnut,8650.0,15414.0,2711.5,25.13,0.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Dry chillies,1848.0,1415.0,2711.5,25.13,0.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Potato,17685.0,164647.0,2711.5,25.13,0.0,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Sugarcane,68.0,180.0,2711.5,25.13,139.12,0.0,0.0,16.0,0.0
MEGHALAYA,2010,Turmeric,1928.0,10058.0,2711.5,25.13,0.0,0.0,0.0,16.0,0.0
MEGHALAYA,2011,Rice,108875.0,222731.0,1743.4,24.66,2190.0,0.0,0.0,22.0,3997719.57
MEGHALAYA,2011,Arhar/Tur,788.0,921.0,1743.4,24.66,3200.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Banana,6919.0,82125.0,1743.4,24.66,0.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Castor seed,30.0,16.0,1743.4,24.66,0.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Cotton(lint),6871.0,6389.0,1743.4,24.66,6100.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Dry ginger,9461.0,58132.0,1743.4,24.66,0.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Jute,3889.0,34563.0,1743.4,24.66,1675.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Maize,17303.0,26939.0,1743.4,24.66,980.0,0.0,0.0,22.0,3855721.2
MEGHALAYA,2011,Mesta,4125.0,18433.0,1743.4,24.66,0.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Sesamum,1592.0,867.0,1743.4,24.66,3400.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Soyabean,1098.0,1231.0,1743.4,24.66,3340.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Sweet potato,4164.0,13701.0,1743.4,24.66,0.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Tapioca,4203.0,22046.0,1743.4,24.66,0.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Gram,561.0,352.0,1743.4,24.66,2800.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Masoor,356.0,296.0,1743.4,24.66,0.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Other  Rabi pulses,890.0,642.0,1743.4,24.66,0.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Peas & beans (Pulses),1053.0,1488.0,1743.4,24.66,0.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Rapeseed &Mustard,7193.0,4902.0,1743.4,24.66,0.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Small millets,2290.0,1755.0,1743.4,24.66,0.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Tobacco,641.0,434.0,1743.4,24.66,0.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Wheat,395.0,710.0,1743.4,24.66,1285.0,0.0,0.0,22.0,740746.76
MEGHALAYA,2011,Arecanut,15448.0,21751.0,1743.4,24.66,0.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Black pepper,911.0,493.0,1743.4,24.66,0.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Cashewnut,8697.0,15720.0,1743.4,24.66,0.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Dry chillies,1893.0,1474.0,1743.4,24.66,0.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Potato,17717.0,165670.0,1743.4,24.66,0.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Sugarcane,74.0,199.0,1743.4,24.66,145.0,0.0,0.0,22.0,0.0
MEGHALAYA,2011,Turmeric,2000.0,10512.0,1743.4,24.66,0.0,0.0,0.0,22.0,0.0
MEGHALAYA,2012,Rice,109751.0,265653.0,2609.4,24.69,2530.0,0.0,0.0,10.0,6687990.85
MEGHALAYA,2012,Arhar/Tur,1136.0,1390.0,2609.4,24.69,3850.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Banana,6992.0,84613.0,2609.4,24.69,0.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Castor seed,60.0,45.0,2609.4,24.69,0.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Cotton(lint),7250.0,8359.0,2609.4,24.69,7500.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Dry ginger,9587.0,60149.0,2609.4,24.69,0.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Jute,6380.0,63800.0,2609.4,24.69,2200.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Mesta,4435.0,25871.0,2609.4,24.69,0.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Sesamum,2200.0,1859.0,2609.4,24.69,4200.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Soyabean,1589.0,2912.0,2609.4,24.69,4440.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Sweet potato,4438.0,15063.0,2609.4,24.69,0.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Tapioca,4983.0,29749.0,2609.4,24.69,0.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Gram,1800.0,1755.0,2609.4,24.69,3000.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Peas & beans (Pulses),2190.0,4064.0,2609.4,24.69,0.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Rapeseed &Mustard,9750.0,9116.0,2609.4,24.69,0.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Small millets,2805.0,2430.0,2609.4,24.69,0.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Tobacco,775.0,717.0,2609.4,24.69,0.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Wheat,406.0,742.0,2609.4,24.69,1350.0,0.0,0.0,10.0,6514810.6
MEGHALAYA,2012,Arecanut,16062.0,23331.0,2609.4,24.69,0.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Black pepper,950.0,665.0,2609.4,24.69,0.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Cashewnut,9047.0,16764.0,2609.4,24.69,0.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Dry chillies,2033.0,1659.0,2609.4,24.69,0.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Maize,18015.0,38732.0,2609.4,24.69,1175.0,0.0,0.0,10.0,4788328.25
MEGHALAYA,2012,Potato,18139.0,172955.0,2609.4,24.69,0.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Sugarcane,95.0,280.0,2609.4,24.69,170.0,0.0,0.0,10.0,0.0
MEGHALAYA,2012,Turmeric,2208.0,12831.0,2609.4,24.69,0.0,0.0,0.0,10.0,0.0
MEGHALAYA,2013,Rice,68993.0,160016.0,1816.4,0.0,0.0,0.0,0.0,5.0,7133183.37
MEGHALAYA,2013,Arhar/Tur,1141.0,1425.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Banana,7039.0,86432.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Castor seed,63.0,50.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Cotton(lint),7275.0,8602.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Dry ginger,9752.0,63251.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Jute,6500.0,65542.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Mesta,4475.0,26228.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Sesamum,2208.0,1998.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Soyabean,1649.0,3107.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Sweet potato,4480.0,15644.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Tapioca,5298.0,31947.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Cowpea(Lobia),1608.0,2296.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Gram,1805.0,1823.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Masoor,1227.0,1283.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Peas & beans (Pulses),2207.0,4154.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Rapeseed &Mustard,9760.0,9270.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Small millets,2854.0,2538.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Tobacco,780.0,730.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Wheat,422.0,789.0,1816.4,0.0,0.0,0.0,0.0,5.0,5562374.74
MEGHALAYA,2013,Arecanut,16678.0,25114.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Black pepper,967.0,681.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Cashewnut,9402.0,17939.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Dry chillies,2193.0,1860.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Maize,18025.0,39655.0,1816.4,0.0,0.0,0.0,0.0,5.0,3954236.61
MEGHALAYA,2013,Potato,18449.0,181813.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Sugarcane,105.0,315.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2013,Turmeric,2465.0,15126.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2014,Rice,96703.0,235551.0,2206.1,0.0,0.0,0.0,0.0,0.0,8274046.02
MEGHALAYA,2014,Arhar/Tur,1148.0,1465.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Banana,7072.0,87186.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Castor seed,67.0,58.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Cotton(lint),7305.0,9024.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Dry ginger,9777.0,63555.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Jute,6590.0,66256.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Mesta,4496.0,26384.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Sesamum,2220.0,2066.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Soyabean,1712.0,3332.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Sweet potato,4526.0,16133.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Tapioca,5349.0,32551.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Cowpea(Lobia),1622.0,2372.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Gram,1814.0,1871.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Masoor,1234.0,1318.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Peas & beans (Pulses),2235.0,4280.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Rapeseed &Mustard,9775.0,9346.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Small millets,2878.0,2649.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Tobacco,779.0,759.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Wheat,442.0,844.0,2206.1,0.0,0.0,0.0,0.0,0.0,2924070.18
MEGHALAYA,2014,Potato,18473.0,182285.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Arecanut,16747.0,25725.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Black pepper,980.0,705.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Cashewnut,9449.0,18122.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Dry chillies,2232.0,1970.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Maize,18037.0,40764.0,2206.1,0.0,0.0,0.0,0.0,0.0,2825610.6
MEGHALAYA,2014,Sugarcane,111.0,338.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2014,Turmeric,2516.0,15671.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2013,Linseed,89.0,48.0,1816.4,0.0,0.0,0.0,0.0,5.0,0.0
MEGHALAYA,2014,Linseed,90.0,50.0,2206.1,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2000,Linseed,54.0,24.0,2487.0,24.6,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2004,Linseed,75.0,35.0,2994.3,24.74,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2005,Linseed,78.0,37.0,2468.3,24.58,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2006,Linseed,82.0,39.0,1898.6,25.06,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2007,Linseed,82.0,39.0,2752.8,24.77,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2008,Linseed,90.0,43.0,2339.7,24.61,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2009,Linseed,77.0,36.0,2068.2,25.11,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,2010,Linseed,82.0,39.0,2711.5,25.13,0.0,0.0,0.0,16.0,0.0
MEGHALAYA,2011,Linseed,85.0,41.0,1743.4,24.66,0.0,0.0,0.0,22.0,0.0
MEGHALAYA,2012,Linseed,88.0,46.0,2609.4,24.69,0.0,0.0,0.0,10.0,0.0
MIZORAM,2000,Arhar/Tur,146.0,344.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
MIZORAM,2000,Cotton(lint),483.0,1236.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
MIZORAM,2000,Maize,6643.0,16436.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
MIZORAM,2000,Other Kharif pulses,1610.0,2554.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
MIZORAM,2000,Rice,51839.0,103673.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
MIZORAM,2000,Sesamum,3791.0,2047.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
MIZORAM,2000,Soyabean,1194.0,1591.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
